osm_id,OCC_TYPE
410708859,residential
410708861,residential
410708862,residential
410708863,residential
410708874,retail_food
410708880,retail_food
410708882,healthcare
410708885,retail_food
410708886,office
410708887,office
410708888,office
410708889,residential
410708890,residential
410709654,residential
410709657,office
410709658,office
410709660,residential
410709662,residential
410709664,residential
410709666,residential
410709667,residential
410709668,residential
410709671,office
410709674,retail_food
410709675,retail_food
410709676,retail_food
410710356,residential
410710357,residential
410710359,retail_food
410710361,industrial
410710362,industrial
410710367,office
410710371,office
410710373,retail_food
410710374,office
410710375,office
410711314,industrial
410711315,industrial
410711316,retail_food
410711317,retail_food
410711318,industrial
410711319,office
410713227,office
410713228,office
410713229,residential
410713230,residential
410713231,office
410713232,residential
410713233,residential
410713234,residential
410713235,residential
410713236,residential
410713237,retail_food
410713241,retail_food
410713242,retail_food
410713243,retail_food
410713245,industrial
410713246,industrial
410713247,industrial
410713248,industrial
410713532,office
410713533,office
410713534,office
410713535,office
410713536,office
410713537,retail_food
410713538,retail_food
410713539,retail_food
410713540,retail_food
410713541,retail_food
410713949,industrial
410713951,industrial
411776202,retail_food
411847108,residential
411847181,residential
412144027,industrial
412147789,retail_food
412147791,residential
412247629,residential
412247630,residential
412247631,residential
412247632,residential
412248177,other
412248178,other
412248179,other
412248180,residential
412296085,retail_food
412300802,retail_food
412300803,retail_food
412300804,retail_food
412300807,retail_food
412300808,retail_food
412300809,retail_food
412300810,retail_food
412300811,industrial
412300812,retail_food
412300813,office
412303688,retail_food
412303690,office
412304786,residential
412304790,residential
412304791,residential
412306103,retail_food
412306106,residential
412307191,office
412307194,residential
412484024,retail_food
412486772,healthcare
412486777,retail_food
412489814,residential
412489815,retail_food
412489816,retail_food
412489817,retail_food
412489818,retail_food
412489819,retail_food
412489820,civic_transit
412489821,civic_transit
412491457,office
412491458,office
412495544,residential
412502877,residential
412502879,residential
412502883,residential
412502886,office
412505007,retail_food
412505008,residential
412505015,residential
412506464,office
412506466,residential
8608374,other
412564181,retail_food
412564182,residential
412564191,office
412569086,residential
412570372,residential
412570373,residential
412570397,residential
412570968,residential
412572574,residential
412573927,residential
412574016,residential
412574017,office
412574018,retail_food
412574717,residential
412574720,office
412574721,retail_food
412574722,retail_food
412574723,civic_transit
412575044,residential
412575045,residential
412575046,residential
412575047,retail_food
413025619,residential
413025620,residential
413025622,residential
413025624,residential
413025626,residential
413025627,residential
413025628,office
413025629,residential
413025630,residential
413025631,residential
413025633,retail_food
413025636,office
413025637,residential
413025638,residential
413025646,residential
413025648,residential
413025649,residential
413025650,retail_food
413025651,retail_food
413025652,office
413025653,office
413025654,retail_food
413025655,retail_food
413025656,industrial
413025657,retail_food
413030053,residential
413030057,office
413030058,religious
413030059,retail_food
413030061,residential
6165440,retail_food
413030063,retail_food
413030064,residential
413030065,education
413030066,residential
413030067,healthcare
413030071,healthcare
413030084,residential
413031166,residential
413031167,residential
413031168,residential
413031169,office
413031171,retail_food
413032439,residential
413032442,residential
413035083,office
413035084,religious
413035085,residential
413035087,retail_food
413035088,residential
413035089,office
413035090,residential
413035102,residential
413035103,residential
413035104,residential
413035105,residential
413035106,residential
413035107,office
413035108,office
413035109,residential
6165535,office
413035112,retail_food
413035114,residential
413035115,residential
413035117,other
413035121,other
413037857,office
413037858,residential
413037859,office
413039504,office
413039505,office
413039509,residential
413040218,residential
413041805,office
413041806,industrial
413041807,residential
413041808,retail_food
413041809,retail_food
413041810,other
413041812,residential
413041821,residential
413041826,retail_food
413042488,residential
413044304,residential
413044306,residential
413044311,residential
413045051,office
413045052,residential
413045053,office
413045060,retail_food
413045062,residential
413045063,residential
413045067,office
413045068,retail_food
413045069,retail_food
413045070,industrial
413045071,industrial
413206964,retail_food
413447032,retail_food
413475634,residential
413475779,retail_food
413502927,industrial
413503582,residential
413503583,residential
413503584,residential
413503585,residential
413503586,residential
413503587,residential
413503588,residential
413503589,residential
413503590,residential
413503591,residential
413503592,residential
413503593,residential
413504465,residential
413504466,residential
413504467,residential
413972513,retail_food
413972514,residential
413972515,retail_food
413972517,office
413972519,residential
413972522,retail_food
413972523,healthcare
413972524,healthcare
413972525,healthcare
413972526,healthcare
413972527,healthcare
413972529,education
413972530,residential
413972533,education
413972534,residential
413972535,residential
413972536,education
413972537,education
413972538,education
413972542,residential
413972543,residential
6173400,religious
413972546,residential
413972547,retail_food
413972551,civic_transit
413972552,civic_transit
413972555,residential
6173401,religious
413972559,retail_food
413972561,residential
413972562,residential
413972563,residential
413972564,residential
413972565,education
413972567,office
413972568,religious
413972570,retail_food
413972571,retail_food
413972573,residential
413974242,residential
413974243,residential
6173407,religious
413974249,other
413974252,residential
413974253,retail_food
413974254,residential
413974255,residential
413974256,residential
413974257,residential
413974259,office
413974260,residential
413974261,residential
413974262,residential
413974263,residential
413974264,residential
413974265,retail_food
413974266,residential
413974267,retail_food
413974268,residential
413974269,civic_transit
413974270,residential
413974271,office
413974272,retail_food
413974279,religious
413974281,religious
413974282,religious
413976443,residential
413976445,residential
413976447,residential
413976449,residential
413976452,residential
413976454,religious
413976467,residential
413976469,residential
413976471,civic_transit
413976473,other
413976477,residential
413980345,industrial
413980346,education
413980347,education
413980357,residential
413980358,residential
413980359,office
413980362,education
413980363,education
413980364,education
413980370,education
413980371,education
413980377,residential
413980378,office
413980379,residential
413980380,residential
413980381,office
413980383,residential
413980385,residential
413980386,residential
413980387,residential
413980388,residential
413980389,retail_food
11181585,religious
6173458,religious
413980394,office
413981799,office
413981801,residential
413981802,residential
413981807,residential
413981808,residential
413981810,residential
413981812,office
413981814,office
413981816,retail_food
413981818,residential
413981823,office
413983430,residential
413983431,retail_food
413983432,industrial
413983433,retail_food
413983455,industrial
413983457,retail_food
413985071,residential
413985072,residential
413985073,residential
413985074,residential
413985075,residential
413985076,residential
413985347,residential
413985348,residential
413985349,residential
413985351,residential
413985352,residential
413985354,residential
413985355,retail_food
413985356,residential
413985358,residential
413985359,office
413985361,retail_food
413985362,retail_food
414723981,residential
414723982,residential
414723983,residential
414723984,residential
414723985,residential
414723986,residential
414723987,residential
414723988,residential
414723989,residential
414723990,residential
414723991,residential
414723992,residential
414723994,residential
414723995,residential
414723996,residential
414723998,residential
414723999,residential
414724000,residential
414724001,residential
414724002,residential
414724003,residential
414724004,residential
414724006,residential
414724007,residential
414724008,residential
414724009,residential
414729049,residential
414729050,residential
414729051,residential
414729052,residential
414729053,residential
414729054,residential
414729055,residential
414729056,residential
414729057,residential
414729058,residential
414729059,residential
414729060,residential
414729061,residential
414729062,residential
414729063,residential
414729064,residential
414729067,office
414729068,residential
414729069,retail_food
414729070,residential
414729071,residential
414729072,residential
414729073,residential
414729074,residential
414729075,residential
414729076,residential
414729077,residential
414729078,residential
414729079,residential
414729080,residential
414729081,residential
414729083,residential
414729084,residential
414729085,residential
414729086,residential
414729087,residential
414729088,residential
414729089,office
414729090,residential
414729091,residential
414729092,office
414729093,residential
414729094,residential
414729095,residential
414729096,residential
414729097,residential
414729098,residential
414729100,residential
414729101,residential
414729102,residential
414729105,residential
414729106,residential
414729107,residential
414729108,residential
414729109,residential
414729110,residential
414729111,residential
414729112,residential
414729113,residential
414729114,residential
414729115,residential
414729118,residential
414729119,residential
414729120,retail_food
414729121,residential
414729122,residential
414729123,residential
414729124,residential
414729125,residential
414729126,residential
414729127,residential
414729128,residential
414729129,residential
414729130,other
414733024,residential
414733025,retail_food
414733032,retail_food
414733038,education
414733042,residential
414733043,residential
414733049,residential
414733050,residential
414733062,residential
414733063,residential
414733064,residential
414733065,residential
414733066,residential
414733068,residential
414733070,residential
414733072,residential
414733074,residential
414733076,residential
414733736,residential
414733737,residential
414733739,residential
414733740,residential
414733742,residential
414733743,residential
414733744,residential
414733745,residential
414733747,residential
414733748,residential
414733749,residential
414733750,residential
414733752,residential
414733753,residential
414733755,residential
414733756,office
414733757,residential
414733758,residential
414733759,residential
414733760,residential
414733761,residential
414733762,residential
414733765,residential
414733766,residential
414733767,residential
414733768,residential
414733769,residential
414733770,residential
414733771,residential
414733772,residential
414733773,residential
414733774,residential
414733775,residential
414733776,residential
414733778,residential
414733912,residential
414734281,residential
414734282,residential
414734283,residential
414734284,office
414734285,residential
414734286,retail_food
414734287,retail_food
414734288,retail_food
414734289,residential
414734290,residential
414734291,residential
414734292,residential
414734293,residential
414734294,residential
414734297,residential
414734298,residential
414734299,residential
414734301,residential
414734302,residential
414734307,retail_food
414734317,residential
414734690,residential
414734692,residential
414734693,residential
414734694,residential
414738470,residential
414739449,office
414739465,residential
414739763,residential
414739766,office
415161770,retail_food
415607420,residential
415607421,residential
415607422,other
415607423,retail_food
415607424,residential
415607425,office
415607426,residential
415607427,residential
415607428,residential
415607440,residential
415607441,residential
415607442,residential
415607443,residential
415607444,residential
415607445,residential
415607446,residential
415607448,office
415609507,office
415609508,retail_food
415609510,retail_food
416297067,office
416297072,other
416297408,residential
416297410,other
416297411,residential
416297412,residential
416297413,residential
416297414,residential
416297415,office
416297416,residential
416297419,industrial
416297420,retail_food
416297421,retail_food
416297422,retail_food
416297424,religious
416297425,residential
416297426,office
416297427,office
416297435,residential
416297436,residential
416297438,residential
416297439,residential
416297441,residential
416298590,residential
416298591,residential
416298601,residential
416298611,residential
416298612,residential
416298613,residential
416304111,retail_food
416304118,residential
416304119,residential
416304120,residential
416304121,residential
416304124,residential
416304129,residential
416304130,residential
416304132,residential
416304133,residential
416304134,residential
416304136,residential
416304137,residential
416304138,residential
416304144,residential
416304145,residential
416304156,residential
416304605,residential
416304606,residential
416304612,retail_food
416308826,residential
416469637,civic_transit
416469639,residential
417196932,residential
418181047,residential
418181048,residential
418181049,residential
418181051,office
418181053,residential
418181054,residential
418181055,residential
418181056,residential
418181057,residential
418181058,residential
418181059,residential
418181060,residential
418181062,residential
418181063,residential
418181065,residential
418181576,residential
418181577,residential
418181712,residential
418181713,residential
418193573,residential
418193574,residential
418193576,residential
418193577,residential
418193579,residential
418193580,retail_food
418193582,residential
418193583,residential
418193584,retail_food
418193585,residential
418193586,residential
418196027,residential
418196028,residential
418196030,residential
418196033,residential
418196034,residential
418196035,residential
418196036,residential
418196039,residential
418196756,residential
418196757,residential
418196758,residential
418196759,residential
418196760,residential
418196761,residential
418196763,residential
418196764,residential
418196766,retail_food
418196768,residential
418196769,residential
418196897,residential
418196898,residential
418196899,residential
418196900,residential
418199429,residential
418199431,residential
418199433,residential
418199434,residential
418199438,residential
418199822,residential
418199823,residential
418199824,office
418199826,residential
418199827,residential
418199828,retail_food
418199829,industrial
418200249,office
418200250,residential
418200251,office
418200252,retail_food
418200403,retail_food
418200411,residential
418200906,residential
418200907,residential
418200908,residential
418200911,residential
418200913,residential
418201169,residential
418201171,residential
418201172,residential
418201175,retail_food
418201176,residential
418201181,retail_food
418201182,other
418201183,retail_food
418201184,office
418201185,residential
418201407,hospitality
418201408,residential
418201409,residential
418201410,residential
418201761,residential
418201762,residential
418201764,residential
418201767,residential
418201768,residential
418201769,residential
418201770,residential
418201771,residential
418201772,residential
418201773,retail_food
418201774,residential
418201775,residential
418201776,residential
418201777,residential
418681401,education
418681403,education
418681408,education
418681416,education
418681419,education
418688462,office
418874951,residential
418874952,residential
418881289,residential
418997248,residential
419174933,other
419174934,industrial
419174935,industrial
419174936,residential
419174937,residential
419174938,residential
419790538,residential
419809077,religious
419812664,retail_food
419812674,residential
419915126,industrial
419922088,civic_transit
420060518,education
420060519,education
420062131,industrial
420062136,office
420062892,residential
420062893,residential
420062898,retail_food
420062899,residential
420062907,hospitality
420062909,retail_food
420062916,residential
420067598,industrial
420067599,residential
420067600,residential
420067601,residential
420067602,residential
420067603,residential
420067604,residential
420067605,industrial
420067606,residential
420067608,residential
420067618,retail_food
420067619,retail_food
420067625,office
420067626,office
420067632,residential
420067633,residential
420067634,residential
420067635,residential
420068898,residential
420068899,office
420068900,retail_food
420068901,retail_food
420068905,residential
420068906,residential
420068907,residential
420068908,residential
420068913,residential
420068914,office
420068915,residential
420069473,retail_food
420069474,office
420069475,office
420069476,industrial
420069477,retail_food
420069479,industrial
420069480,industrial
420069487,residential
420069489,residential
420073424,residential
420073436,office
420075299,residential
420075300,residential
420076587,residential
420076589,residential
420076590,residential
420076593,residential
420076595,residential
420076599,residential
420078496,healthcare
420079282,residential
420079283,retail_food
420081674,residential
420082447,residential
420082448,residential
420090016,office
420090019,industrial
420090022,industrial
420134515,retail_food
420309461,retail_food
420327031,retail_food
420327034,office
420426038,retail_food
420426071,retail_food
420668061,residential
420668066,retail_food
420668067,residential
420668068,office
420668069,office
420668071,residential
420668072,residential
420668074,residential
420668076,residential
420668086,residential
420668088,residential
420668089,industrial
420668092,retail_food
420668095,residential
420668098,residential
420668100,residential
420668103,residential
420668106,residential
420668839,office
420668841,residential
420668844,retail_food
420668846,residential
420668848,residential
420668849,residential
420668851,office
420668853,residential
420668854,residential
420668855,residential
420668856,residential
420668858,residential
420668859,retail_food
420668861,retail_food
420668863,residential
420668866,residential
420668868,residential
420668869,industrial
420668870,industrial
420668871,office
420668872,residential
420668873,residential
420668874,residential
420668875,residential
420668876,residential
420668877,residential
420670059,residential
420670063,retail_food
420670875,industrial
420670877,office
420670878,residential
420670879,residential
420670880,residential
420670881,residential
420670882,office
420670883,office
420672528,office
420672529,retail_food
420672534,office
420672535,office
420672536,office
420672537,office
420677250,residential
420677251,residential
420677252,residential
420677253,residential
420677254,residential
420677255,residential
420677257,residential
420677258,residential
420677283,residential
420677284,residential
420677286,residential
420677287,residential
420677288,residential
420677289,residential
420677290,office
420677291,office
420677295,residential
420677296,retail_food
420677297,residential
420677299,office
420677982,residential
420677984,residential
420677985,residential
420677987,residential
420911442,retail_food
420955848,industrial
421119568,retail_food
421190333,education
421311297,residential
421315406,office
421319164,residential
421319165,residential
421356997,residential
421356998,residential
421569615,residential
421580347,residential
421580350,residential
421580355,office
421580356,education
421580359,residential
421580363,retail_food
421580517,retail_food
421580518,industrial
421580519,retail_food
421580798,education
421580799,office
421580800,residential
421581216,retail_food
421581218,residential
421581219,residential
421659976,retail_food
421659980,residential
421659982,residential
421659983,residential
421659984,residential
421659985,residential
421659987,residential
421662768,residential
421662769,residential
421662777,residential
421674157,residential
421674159,residential
421674161,residential
421674162,residential
421674163,retail_food
421674164,retail_food
421674168,residential
421686990,retail_food
421686991,residential
421686992,residential
421686993,residential
421686994,residential
421686997,residential
421687000,residential
421687001,residential
421687002,residential
421687003,residential
421687004,residential
421687830,residential
421687831,residential
421687834,residential
421687835,residential
421692617,residential
421692620,residential
421692622,residential
421692623,residential
421692625,residential
421692626,residential
421692628,education
421692630,retail_food
421692631,industrial
421692637,office
421692638,residential
421692640,retail_food
421692642,residential
421692644,residential
421692648,residential
421692651,residential
421692652,residential
421694282,residential
421694284,residential
421694285,residential
421694286,retail_food
421694287,retail_food
421694288,residential
421694289,residential
421694290,residential
421694291,office
421694292,residential
421694293,residential
421694295,residential
421694296,residential
421694298,residential
421694299,residential
421694300,residential
421694302,residential
421694303,residential
421694305,residential
421694307,residential
421694309,residential
421694310,residential
421694311,residential
421694313,residential
421694314,residential
421694315,residential
421694316,residential
421694317,residential
421694318,residential
421694321,residential
421694322,residential
421694324,residential
421694325,residential
421694326,residential
421694327,residential
421694331,residential
421694332,residential
421694333,residential
421694334,retail_food
421694336,residential
421694337,retail_food
421694340,residential
421694342,residential
421694343,residential
421694344,residential
421694345,residential
421694346,residential
421694347,residential
421694354,residential
421694355,residential
421694356,residential
421694357,residential
421694358,office
421694359,residential
421694360,residential
421694361,residential
421694362,industrial
421694363,residential
421694364,residential
421694365,residential
421694367,residential
421694368,residential
421694778,retail_food
421694781,residential
421694782,residential
421694786,residential
421694787,residential
421694788,residential
421694789,residential
421694792,residential
421694794,residential
421694796,office
421694797,residential
421694798,residential
421694799,hospitality
421694801,residential
421694802,retail_food
421694805,residential
421694806,residential
421695324,residential
421695325,residential
421695327,residential
421695328,residential
421695329,residential
421695330,residential
421695331,residential
421695332,residential
421695334,residential
421695335,office
421695336,residential
421695337,residential
421695338,office
421695339,retail_food
421695340,residential
421695341,residential
421695342,residential
421695343,residential
421695345,residential
421695346,residential
421695347,residential
421695350,residential
421695352,residential
421695353,office
421695354,retail_food
421695355,residential
421695361,residential
421695362,office
421695363,industrial
421695364,retail_food
421695367,retail_food
421695368,residential
421695369,residential
421695370,residential
421695371,residential
421695372,residential
421696043,residential
421696044,retail_food
421696046,residential
421696048,residential
421696049,residential
421696050,office
421696051,office
421696052,residential
421696053,residential
421696054,residential
421696059,residential
421696060,residential
421696061,residential
421696062,retail_food
421696066,residential
421696081,residential
421697851,education
421697852,residential
421697853,residential
421697854,office
421697855,residential
421697856,residential
421697857,residential
421697858,office
421697859,office
421697860,office
421697862,retail_food
421697863,residential
421697864,residential
421697865,retail_food
421697866,residential
421697867,residential
421697868,office
421697869,retail_food
421697870,residential
421697871,office
421697872,industrial
421697874,residential
421698626,industrial
421698627,residential
421698628,residential
421698629,residential
421698630,residential
421698631,residential
421698633,residential
421698635,residential
421698636,residential
421698638,residential
421698639,residential
421698640,residential
421698642,residential
421698643,residential
421698644,residential
421698645,residential
421698646,residential
421698651,retail_food
421698652,education
421698655,residential
421699572,education
421699573,education
421702280,residential
421702282,retail_food
421702283,retail_food
421702284,residential
421702285,industrial
421702287,residential
421702288,residential
421702289,residential
421702290,residential
421702291,residential
421702294,residential
421702296,residential
421702297,office
421702298,residential
421702307,residential
421713160,hospitality
421713926,retail_food
421713927,retail_food
421713928,residential
421713929,residential
421713930,residential
421713932,residential
421713936,residential
421713939,residential
421713940,residential
421713943,residential
421713944,retail_food
421714301,retail_food
421714303,retail_food
421714304,residential
421714305,residential
421714306,office
421714307,office
421930250,religious
421930251,retail_food
421930252,retail_food
421930254,residential
421930255,residential
421930263,civic_transit
421930270,residential
422220613,office
422441698,residential
422441699,residential
422441701,residential
422441702,residential
422441703,residential
422441704,residential
422441705,residential
422441706,residential
422459895,residential
422488930,office
422488931,office
422488932,retail_food
422488933,retail_food
422488934,retail_food
422488946,residential
422488947,residential
422488948,residential
422488949,residential
422488950,residential
422492519,retail_food
422738925,office
422738928,residential
422740900,retail_food
422740904,residential
422740910,education
422748230,residential
422748246,office
423035829,retail_food
423036175,religious
423727575,residential
423727576,residential
423727577,residential
423727578,residential
423727579,residential
423727580,residential
423727581,residential
423727900,residential
423727901,religious
423963583,residential
423989047,education
423989084,residential
423989085,residential
424004979,residential
424004980,education
424006361,residential
424595249,retail_food
424595262,education
424596415,retail_food
424596417,office
424597634,industrial
424597635,retail_food
424597639,residential
424599267,office
424612902,residential
424612905,office
424615168,office
424622124,residential
424622125,residential
424622126,residential
424622127,residential
424622128,residential
424622129,residential
424622133,residential
424622134,residential
424622135,residential
424622139,retail_food
424622140,residential
424622141,residential
424622142,residential
424622144,residential
424622145,residential
424622146,residential
424622150,residential
424622151,residential
424622152,residential
424622153,residential
424622155,residential
424622158,residential
424622159,residential
424622160,residential
424622161,residential
424622164,residential
424622166,residential
424622168,residential
424622170,residential
424622173,residential
424622175,residential
424622177,residential
424622179,residential
424622181,residential
424622183,residential
424622185,office
424622190,residential
424622192,residential
424622196,residential
424622198,residential
424622200,residential
424622203,residential
424622205,residential
424622209,residential
424627082,residential
424627086,residential
424627091,residential
424627095,residential
424627097,retail_food
424627099,office
424627103,retail_food
424627111,residential
424627113,residential
424627115,residential
424627117,residential
424627119,residential
424627122,residential
424627124,residential
424627126,residential
424627130,residential
424627132,residential
424627134,residential
424627136,residential
424627138,residential
424627140,residential
424627142,residential
424627151,residential
424627155,residential
424631476,residential
424631478,residential
424631480,residential
424631495,residential
424631497,residential
424631498,residential
424631502,residential
424631512,residential
424631513,retail_food
424631515,residential
424631517,residential
424631519,residential
424631522,residential
424631524,residential
424631526,residential
424631527,residential
424631533,residential
424632577,residential
424632578,residential
424632579,residential
424632580,residential
424633302,residential
424826994,residential
424826995,religious
424827880,retail_food
424832552,residential
424832553,residential
424854779,other
424854780,residential
426068598,hospitality
427171915,retail_food
427264377,hospitality
427550243,retail_food
428109973,industrial
428109974,industrial
428109975,industrial
428109976,retail_food
428109977,retail_food
428109978,residential
428109979,residential
428111370,retail_food
428111373,residential
428111374,residential
428111376,residential
428111385,religious
428111768,residential
428552531,residential
428552532,residential
428552533,retail_food
428552819,residential
428552820,residential
428552821,residential
428552822,residential
428552823,residential
428552824,residential
428552825,residential
428552826,residential
428552827,residential
428552828,residential
428552829,residential
428552830,residential
428552831,residential
428552832,residential
428553048,residential
428553049,residential
428553050,residential
428553051,residential
428553052,residential
428553053,residential
428553054,residential
428553055,residential
428553056,residential
428553057,residential
428553058,residential
428553059,residential
428553060,residential
428553061,residential
428553062,residential
428553063,residential
428553064,residential
428553065,residential
428553066,residential
428553067,residential
428553068,residential
428641525,office
428810893,industrial
428813080,residential
429184622,residential
429324667,residential
429401693,healthcare
429401695,other
430458076,retail_food
430458314,residential
430458316,residential
430458317,residential
430458319,residential
430458324,residential
430458327,residential
430458328,residential
430458329,residential
430458330,residential
430458331,residential
430458333,residential
430458334,residential
430458335,residential
430458336,residential
430458337,residential
430458339,residential
430458340,residential
430459042,retail_food
430459043,retail_food
430459044,retail_food
430459593,office
430459596,residential
430459597,residential
430459598,residential
430459599,residential
430459600,residential
430459601,residential
430459602,office
430459603,office
430460344,office
430668349,residential
430668350,residential
430668351,religious
430668717,office
430872033,residential
430888171,retail_food
430888182,retail_food
430888575,residential
430888751,civic_transit
430889408,residential
430889428,residential
430889542,residential
430889747,residential
430889838,residential
430889843,residential
430889846,residential
430889978,residential
430890255,residential
430890364,residential
430890393,residential
430890960,residential
430898742,residential
430910459,residential
430911682,residential
431069668,residential
431578780,residential
431578869,residential
431584395,residential
431591412,hospitality
431592740,healthcare
431746309,residential
431775663,residential
432035023,residential
432035024,residential
432035025,residential
432299820,residential
432299821,office
432299822,education
432299823,office
432812244,other
432812246,residential
432812247,residential
432963056,residential
432963057,residential
432963064,residential
432963066,office
432963071,office
432963075,civic_transit
432963079,office
432964944,residential
432964945,residential
432964946,residential
432964947,residential
432964955,residential
432964956,retail_food
432964957,residential
432964958,residential
432964959,residential
432964961,hospitality
432966414,office
432966415,residential
432966419,industrial
432966477,office
432966478,residential
432966479,residential
432966648,residential
432966649,residential
432966650,religious
432966652,residential
432966944,residential
432966945,retail_food
432966947,retail_food
432966952,residential
432966953,residential
432966957,office
432966958,office
432966959,residential
432966960,residential
432968399,residential
432968401,residential
432968402,retail_food
432968404,residential
432968405,residential
433303146,residential
433303151,residential
433303152,retail_food
433303154,office
433303155,office
434260995,residential
434408411,retail_food
434408413,office
434497598,retail_food
434497599,retail_food
434497615,residential
434497617,residential
434497618,residential
434497623,retail_food
434497624,retail_food
434497628,residential
434497630,residential
434497632,office
434497634,residential
434497691,residential
434513368,residential
434513370,office
434513371,residential
434513373,industrial
434513376,retail_food
434513377,industrial
434513379,residential
434513380,residential
434513382,residential
434513383,residential
434513384,residential
434513386,other
434513387,residential
434513388,residential
434513396,residential
434513398,residential
434557307,retail_food
434557310,residential
434573224,other
434573225,residential
434573227,residential
434573228,residential
434573229,residential
434573230,residential
434573231,residential
434573232,residential
434573233,residential
434573234,residential
434573235,residential
434573236,residential
434573237,residential
434573238,residential
434573242,office
434573243,industrial
434573298,residential
434573299,residential
434573300,residential
434573301,residential
434573302,residential
434573303,residential
434573304,residential
434577519,office
434577520,education
434577521,education
434577522,retail_food
434577523,retail_food
434583958,residential
434583959,office
434583960,residential
434583961,residential
434583962,office
434583963,office
434583964,office
434583965,residential
434583968,residential
434583969,residential
434583970,residential
434583973,residential
434583974,residential
434583975,residential
434583976,residential
434583977,residential
434583978,industrial
434583981,residential
434583982,residential
434583983,residential
434583984,residential
434583985,residential
434583987,residential
434583988,residential
434585026,civic_transit
434585027,office
434585037,retail_food
434614770,retail_food
434674311,residential
434674314,residential
434674318,residential
434674320,residential
434681073,residential
434681074,residential
434682417,retail_food
434682418,office
434682422,industrial
434682480,residential
434682481,residential
434682482,residential
434682483,residential
434682486,residential
434682487,residential
434682488,residential
434682489,residential
434682490,residential
434682491,other
434682492,residential
434682493,residential
434682494,office
434682495,residential
434682496,residential
434682497,residential
434682498,residential
434682499,residential
434682500,residential
434682501,residential
434682502,residential
434682503,residential
434682504,residential
434682506,residential
434682507,residential
434682508,residential
434682509,residential
434682510,residential
434682511,residential
434682512,residential
434682513,residential
434682514,residential
434682515,residential
434682516,residential
434682517,residential
434682518,office
434682519,education
434682521,residential
434682522,residential
434682526,residential
434682527,residential
434682528,residential
434682529,residential
434682530,residential
434682534,residential
434682535,residential
434682537,residential
434682538,retail_food
434682539,residential
434682540,residential
434682541,residential
434682542,residential
434682543,office
434682544,office
434682545,office
434682546,civic_transit
434682547,residential
434683648,residential
434683649,residential
434683650,residential
434683651,residential
434683917,residential
434683918,residential
434683919,residential
434683920,residential
434684027,residential
6479862,other
434684556,residential
434684557,retail_food
434684558,retail_food
434684559,residential
434684560,residential
434684561,education
434684703,residential
434684704,residential
434684705,residential
434686525,residential
434686527,education
434686528,residential
434686529,residential
434686530,residential
434686531,residential
434686532,office
434686533,office
434686536,retail_food
434686537,retail_food
434686538,residential
434686541,residential
434686544,residential
434686545,residential
434686546,residential
434686547,residential
434686548,residential
434686549,residential
434686550,residential
434686551,residential
434686552,residential
434686553,residential
434686554,residential
434686555,residential
434686556,office
434686557,residential
434686558,residential
434686559,residential
434686560,residential
434686562,retail_food
434686563,residential
434686564,office
434686565,residential
434686567,residential
434686568,residential
434686569,residential
434686570,residential
434686571,residential
434686572,residential
434686576,residential
434686578,education
434686579,residential
434686580,residential
434686581,residential
434686582,residential
434686583,residential
434686584,office
434686585,retail_food
434686586,residential
434686587,residential
434686588,residential
434686596,residential
434686597,residential
434687150,residential
434687151,residential
434687152,residential
434687153,residential
434687154,residential
434687155,residential
434687156,residential
434687157,residential
434687159,office
434687161,retail_food
434687163,retail_food
434687164,residential
434687165,residential
434687170,residential
434687171,office
434687172,residential
434687173,residential
434687174,residential
434687175,residential
434687176,residential
434687177,residential
434687178,residential
434687179,residential
434687181,residential
434687182,residential
434687183,residential
434687184,residential
434687185,residential
434687186,residential
434687187,retail_food
434687188,residential
434687189,retail_food
434687190,residential
434687191,residential
434687192,residential
434687193,residential
434687194,residential
434687196,residential
434687197,residential
434687198,residential
434687199,residential
434687200,residential
434687201,residential
434687202,residential
434687203,residential
434687204,residential
434687207,residential
434687208,residential
434687210,residential
434687211,residential
434687212,residential
434687213,residential
434687214,residential
434687216,residential
434687217,residential
434687218,residential
434687219,residential
434687220,residential
434687221,residential
434687222,residential
434687223,residential
434687224,residential
434687225,residential
434687226,residential
434687230,residential
434687233,office
434687234,residential
434687396,residential
434687397,residential
434687398,residential
434687399,residential
434687400,residential
434687401,residential
434687402,residential
434687404,residential
434687696,residential
434687697,residential
434687698,residential
434687699,residential
434687700,residential
434687701,residential
434687702,residential
434687703,residential
434687704,residential
434687705,residential
434687706,residential
434687707,residential
434687708,residential
434687709,residential
434687710,residential
434687711,residential
434687712,residential
434687713,residential
434687716,other
434687718,residential
434687719,residential
434687720,residential
434687727,office
434687729,residential
434687730,residential
434687773,office
434687774,residential
434687775,office
434687776,other
434687777,residential
434687778,residential
434688507,residential
434688508,residential
434688511,residential
434688512,residential
434688513,residential
434688515,residential
434688516,residential
434688517,residential
434688518,residential
434688519,residential
434688520,residential
434688521,residential
434688522,residential
434688523,residential
434688524,residential
434688526,residential
434688527,residential
434688528,residential
434688530,residential
434688532,residential
434688536,residential
434688537,residential
434688538,residential
434688540,residential
434688541,residential
434688542,residential
434688543,retail_food
434688544,residential
434688545,residential
434688547,residential
434688548,residential
434688549,residential
434689227,other
434689228,residential
434690371,industrial
434690380,residential
434692783,residential
434693570,residential
434693571,office
434693572,residential
434693573,other
434693574,residential
434693575,residential
